Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1201191,,4.0,3.0,2.75,3.0,4.5,4.5,6.25,,,,,,BinhDinh
BD1201192,,5.8,5.5,,,,1.5,5.75,7.25,,,3.4,N1,BinhDinh
BD1201193,,7.4,5.75,6.75,7.0,4.25,,,,,,4.6,N1,BinhDinh
BD1201194,,6.2,4.75,,,,8.0,8.0,8.25,,,5.4,N1,BinhDinh
BD1201195,,6.2,6.5,,,,4.25,6.5,7.5,,,3.4,N1,BinhDinh
BD1201196,,2.4,4.25,,,,2.75,4.25,5.75,,,3.4,N1,BinhDinh
BD1201197,,3.8,5.5,,,,3.5,5.5,8.5,,,3.4,N1,BinhDinh
BD1201198,,3.2,4.25,,,,3.75,5.0,8.5,,,3.6,N1,BinhDinh
BD1201199,,7.2,5.5,,,,4.75,6.25,7.75,,,2.4,N1,BinhDinh
BD1201200,,7.4,7.0,6.75,6.0,4.75,,,,,,7.0,N1,BinhDinh
BD1201201,,6.0,6.25,,,,4.25,6.5,8.25,,,4.4,N1,BinhDinh
BD1201202,,6.6,6.25,5.0,5.5,3.75,,,,,,4.6,N1,BinhDinh
BD1201203,,3.6,1.25,,,,2.0,3.25,2.75,,,2.4,N1,BinhDinh
BD1201204,,8.6,6.5,4.25,6.75,9.0,,,,,,3.6,N1,BinhDinh
BD1201205,,5.0,4.0,3.25,2.75,3.5,4.75,7.0,8.5,,,2.4,N1,BinhDinh
BD1201206,,3.2,3.25,,,,2.5,5.0,4.75,,,3.8,N1,BinhDinh
BD1201207,,4.4,5.0,,,,3.5,6.0,7.5,,,3.6,N1,BinhDinh
BD1201208,,7.6,6.25,,,,7.5,7.0,7.75,,,8.6,N1,BinhDinh
BD1201209,,6.2,4.5,,,,4.25,7.0,8.75,,,2.4,N1,BinhDinh
BD1201210,,8.0,3.5,4.75,4.5,4.0,,,,,,7.0,N1,BinhDinh
BD1201211,,3.0,2.0,,,,2.25,5.5,,,,,,BinhDinh
BD1201212,,4.4,6.5,,,,5.75,8.25,9.5,,,4.6,N1,BinhDinh
BD1201213,,7.0,5.0,,,,4.5,5.75,6.0,,,5.8,N1,BinhDinh
BD1201214,,5.4,5.0,,,,3.25,4.5,6.25,,,3.0,N1,BinhDinh
BD1201215,,5.0,5.25,4.25,4.25,5.25,,,,,,2.8,N1,BinhDinh
BD1201216,,2.0,3.5,,,,4.0,5.75,6.5,,,1.8,N1,BinhDinh
BD1201217,,5.2,5.5,,,,4.75,6.25,8.25,,,3.4,N1,BinhDinh
BD1201218,,5.6,5.75,,,,2.75,5.0,9.0,,,4.6,N1,BinhDinh
BD1201219,,7.2,6.0,5.75,8.0,8.5,,,,,,5.4,N1,BinhDinh
BD1201220,,5.8,4.75,4.5,2.75,5.0,,,,,,3.8,N1,BinhDinh
BD1201221,,7.2,5.0,7.0,4.75,3.25,,,,,,5.6,N1,BinhDinh
BD1201222,,5.6,6.25,,,,5.0,6.25,9.25,,,4.4,N1,BinhDinh
BD1201223,,3.2,4.25,3.25,2.5,3.5,3.25,5.75,8.75,,,4.0,N1,BinhDinh
BD1201224,,3.0,5.25,,,,3.0,5.0,7.0,,,3.8,N1,BinhDinh
BD1201225,,5.6,5.75,,,,5.75,8.0,8.5,,,3.8,N1,BinhDinh
BD1201226,,7.0,4.75,7.0,7.25,3.25,,,,,,5.6,N1,BinhDinh
BD1201227,,3.4,5.25,4.0,3.0,4.75,4.75,6.0,8.25,,,4.4,N1,BinhDinh
BD1201228,,6.6,4.5,5.25,5.75,4.0,,,,,,4.0,N1,BinhDinh
BD1201229,,5.2,5.0,,,,5.25,7.5,8.75,,,2.0,N1,BinhDinh
BD1201230,,6.4,5.25,,,,5.25,7.25,6.75,,,3.2,N1,BinhDinh
BD1201231,,2.2,4.0,3.25,3.0,3.0,6.0,6.5,9.25,,,3.8,N1,BinhDinh
BD1201232,,5.0,3.75,,,,4.5,5.75,7.75,,,3.0,N1,BinhDinh
BD1201233,,7.8,5.5,7.25,7.5,3.75,,,,,,6.4,N1,BinhDinh
BD1201234,,2.6,4.5,,,,4.25,6.0,5.25,,,3.0,N1,BinhDinh
BD1201235,,7.4,7.25,,,,4.75,6.75,6.75,,,7.0,N1,BinhDinh
BD1201236,,3.8,3.25,,,,2.25,5.75,8.5,,,3.6,N1,BinhDinh
BD1201237,,7.4,7.75,5.5,7.0,4.5,,,,,,9.2,N1,BinhDinh
BD1201238,,7.8,7.25,6.5,5.5,3.0,,,,,,4.0,N1,BinhDinh
BD1201239,,3.8,5.75,,,,2.75,5.75,9.0,,,2.6,N1,BinhDinh
BD1201240,,4.4,6.0,,,,3.25,4.0,5.75,,,3.4,N1,BinhDinh
BD1201241,,7.8,7.0,7.0,7.25,6.25,,,,,,7.4,N1,BinhDinh
BD1201242,,7.8,6.0,6.5,7.0,6.5,,,,,,4.6,N1,BinhDinh
BD1201243,,7.6,5.25,5.0,6.75,6.0,,,,,,5.4,N1,BinhDinh
BD1201244,,7.2,4.75,5.75,6.25,4.75,,,,,,3.2,N1,BinhDinh
BD1201245,,3.6,5.75,3.0,2.75,2.25,,,,,,3.0,N1,BinhDinh
BD1201246,,5.6,4.75,5.0,4.0,3.25,,,,,,4.0,N1,BinhDinh
BD1201247,,5.8,6.0,,,,3.75,6.25,7.75,,,2.6,N1,BinhDinh
BD1201248,,4.2,4.75,,,,5.5,6.5,7.5,,,2.8,N1,BinhDinh
BD1201249,,6.0,5.0,5.75,5.5,5.75,,,,,,5.2,N1,BinhDinh
BD1201250,,6.0,5.5,4.25,3.75,4.25,4.25,6.25,8.0,,,5.6,N1,BinhDinh
BD1201251,,9.0,6.25,8.25,6.0,7.5,,,,,,8.8,N1,BinhDinh
BD1201252,,2.8,4.75,,,,2.75,5.25,7.25,,,1.4,N1,BinhDinh
BD1201253,,6.0,8.0,,,,8.0,6.75,9.25,,,6.4,N1,BinhDinh
BD1201254,,4.8,4.0,,,,3.0,6.25,7.75,,,3.0,N1,BinhDinh
BD1201255,,5.0,5.75,,,,5.25,5.75,7.5,,,4.2,N1,BinhDinh
BD1201256,,6.0,6.0,5.25,4.75,5.0,,,,,,3.4,N1,BinhDinh
BD1201257,,3.6,,,2.5,4.0,,,,,,,,BinhDinh
BD1201258,,5.4,6.5,,,,5.75,7.75,7.5,,,5.4,N1,BinhDinh
BD1201259,,6.6,6.5,,,,3.5,5.75,9.0,,,7.2,N1,BinhDinh
BD1201260,,5.4,5.0,,,,4.25,6.75,8.25,,,4.8,N1,BinhDinh
BD1201261,,7.2,6.5,5.25,6.5,5.25,,,,,,6.4,N1,BinhDinh
BD1201262,,4.0,5.0,,,,4.25,6.5,7.75,,,2.8,N1,BinhDinh
BD1201263,,6.8,5.0,,,,4.25,5.25,8.0,,,4.8,N1,BinhDinh
BD1201264,,3.8,6.5,,,,3.5,6.75,9.0,,,4.4,N1,BinhDinh
BD1201265,,6.0,6.5,2.5,2.75,2.75,3.5,5.75,8.25,,,4.8,N1,BinhDinh
BD1201266,,4.2,5.75,3.25,2.5,4.25,,,,,,3.4,N1,BinhDinh
BD1201267,,8.0,5.75,7.5,7.25,4.5,,,,,,5.6,N1,BinhDinh
BD1201268,,2.8,4.0,,,,2.5,5.25,,,,,,BinhDinh
BD1201269,,5.6,3.5,5.75,3.75,5.25,,,,,,5.8,N1,BinhDinh
BD1201270,,5.4,4.0,,,,3.5,8.0,8.5,,,3.2,N1,BinhDinh
BD1201271,,7.6,5.25,5.25,7.0,5.5,,,,,,6.0,N1,BinhDinh
BD1201272,,7.0,5.75,,,,4.25,6.5,8.75,,,3.0,N1,BinhDinh
BD1201273,,7.6,5.0,6.75,6.25,4.75,,,,,,2.8,N1,BinhDinh
BD1201274,,2.8,3.0,,,,4.25,3.75,4.75,,,2.8,N1,BinhDinh
BD1201275,,6.2,3.25,2.25,3.25,4.0,,,,,,6.0,N1,BinhDinh
BD1201276,,7.4,6.75,,,,3.5,6.5,7.75,,,5.6,N1,BinhDinh
BD1201277,,6.8,7.75,,,,3.5,6.5,8.25,,,5.2,N1,BinhDinh
BD1201278,,7.0,4.5,,,,4.0,6.0,8.0,,,2.6,N1,BinhDinh
BD1201279,,3.4,3.5,4.0,3.0,2.25,2.25,4.0,5.5,,,2.0,N1,BinhDinh
BD1201280,,7.0,5.75,6.0,4.75,3.75,,,,,,4.4,N1,BinhDinh
BD1201281,,7.2,5.25,,,,4.25,7.75,8.5,,,3.8,N1,BinhDinh
BD1201282,,4.4,6.25,,,,5.0,7.75,8.25,,,4.4,N1,BinhDinh
BD1201283,,5.2,4.0,,,,4.0,4.0,5.75,,,3.2,N1,BinhDinh
BD1201284,,7.0,6.5,,,,5.75,6.0,7.5,,,6.6,N1,BinhDinh
BD1201285,,4.6,6.0,,,,5.25,6.5,7.0,,,5.8,N1,BinhDinh
BD1201286,,8.0,4.25,6.75,6.5,1.75,,,,,,3.6,N1,BinhDinh
BD1201287,,7.0,3.75,4.0,6.25,4.0,,,,,,2.6,N1,BinhDinh
BD1201288,,2.8,3.5,,,,4.0,5.75,,,,,,BinhDinh
BD1201289,,7.2,5.75,6.0,4.25,4.25,,,,,,6.8,N1,BinhDinh
BD1201290,,5.4,4.75,2.75,3.0,4.5,4.25,6.0,6.75,,,3.0,N1,BinhDinh
BD1201291,,6.4,4.75,3.75,4.25,4.5,,,,,,3.4,N1,BinhDinh
BD1201292,,4.0,5.0,,,,4.25,6.75,7.75,,,4.0,N1,BinhDinh
BD1201293,,6.6,5.75,,,,6.25,6.75,9.25,,,5.4,N1,BinhDinh
BD1201294,,7.0,6.25,5.0,5.0,4.75,,,,,,4.0,N1,BinhDinh
BD1201295,,8.2,5.25,4.75,8.25,7.0,,,,,,6.4,N1,BinhDinh
BD1201296,,7.4,5.5,6.25,4.0,4.75,,,,,,4.8,N1,BinhDinh
BD1201297,,7.4,5.0,5.75,4.25,5.25,,,,,,7.8,N1,BinhDinh
BD1201298,,7.4,6.5,5.0,7.0,6.0,,,,,,4.2,N1,BinhDinh
BD1201299,,5.2,4.0,,,,3.75,4.5,6.75,,,4.2,N1,BinhDinh
BD1201300,,8.0,5.0,7.5,2.75,4.5,3.5,7.75,7.0,,,7.2,N1,BinhDinh
BD1201301,,5.4,4.0,2.25,4.5,3.25,3.5,5.25,6.75,,,3.2,N1,BinhDinh
BD1201302,,6.2,6.25,4.75,5.75,3.75,,,,,,4.6,N1,BinhDinh
BD1201303,,5.0,4.75,3.0,2.0,3.75,3.0,4.75,7.0,,,2.4,N1,BinhDinh
BD1201304,,8.2,6.0,6.25,5.75,4.75,,,,,,3.6,N1,BinhDinh
BD1201305,,6.2,6.0,5.0,5.5,6.25,,,,,,2.8,N1,BinhDinh
BD1201306,,4.6,3.5,,,,3.25,4.5,6.25,,,3.8,N1,BinhDinh
BD1201307,,7.2,7.5,5.5,5.0,4.5,,,,,,7.2,N1,BinhDinh
BD1201308,,6.0,4.25,,,,3.75,5.25,6.75,,,3.2,N1,BinhDinh
BD1201309,,6.2,3.5,3.0,2.0,4.25,3.75,6.5,7.5,,,5.8,N1,BinhDinh
BD1201310,,5.0,4.5,4.5,3.25,4.5,4.75,6.0,7.25,,,3.8,N1,BinhDinh
BD1201311,,7.4,6.5,6.75,5.25,4.5,,,,,,9.2,N1,BinhDinh
BD1201312,,7.0,5.5,5.5,6.0,3.5,,,,,,4.6,N1,BinhDinh
BD1201313,,4.6,4.5,,,,4.5,5.75,6.5,,,4.0,N1,BinhDinh
BD1201314,,4.0,5.0,5.0,5.25,4.25,,,,,,3.4,N1,BinhDinh
BD1201315,,5.8,6.5,,,,5.0,6.25,7.25,,,5.4,N1,BinhDinh
BD1201316,,4.8,3.0,,,,3.25,4.25,3.75,,,3.8,N1,BinhDinh
BD1201317,,4.0,6.0,,,,5.75,7.25,8.5,,,4.8,N1,BinhDinh
BD1201318,,4.0,3.0,,,,,,,,,2.8,N1,BinhDinh
BD1201319,,8.4,6.75,6.5,7.75,7.25,,,,,,5.2,N1,BinhDinh
BD1201320,,7.8,6.75,5.75,5.75,3.25,,,,,,6.2,N1,BinhDinh
BD1201321,,6.2,6.5,6.75,4.75,4.0,,,,,,4.8,N1,BinhDinh
BD1201322,,3.8,3.75,,,,2.75,5.75,7.25,,,2.4,N1,BinhDinh
BD1201323,,5.6,7.0,,,,4.75,6.25,6.25,,,4.6,N1,BinhDinh
BD1201324,,5.4,5.5,4.25,3.75,5.75,,,,,,5.0,N1,BinhDinh
BD1201325,,4.6,5.75,,,,5.75,5.5,8.5,,,2.8,N1,BinhDinh
BD1201326,,7.0,6.0,4.5,6.5,4.75,,,,,,6.2,N1,BinhDinh
BD1201327,,7.6,5.75,6.5,4.25,4.75,,,,,,6.0,N1,BinhDinh
BD1201328,,4.2,4.25,2.25,4.5,3.5,4.0,5.25,8.25,,,3.4,N1,BinhDinh
BD1201329,,2.8,4.5,4.0,3.75,2.25,4.25,4.5,4.25,,,2.2,N1,BinhDinh
BD1201330,,4.4,5.0,4.25,2.0,2.75,3.5,6.0,7.25,,,4.4,N1,BinhDinh
BD1201331,,3.0,3.0,,,,2.0,4.75,6.5,,,3.6,N1,BinhDinh
BD1201332,,4.0,5.0,2.5,4.25,3.75,2.75,5.5,7.0,,,2.4,N1,BinhDinh
BD1201333,,5.8,5.5,,,,3.25,6.0,7.75,,,5.4,N1,BinhDinh
BD1201334,,5.4,4.0,,,,3.75,5.75,8.0,,,2.2,N1,BinhDinh
BD1201335,,3.2,6.0,,,,4.75,7.0,8.0,,,3.6,N1,BinhDinh
BD1201336,,3.2,,3.0,,,,,,,,2.6,N1,BinhDinh
BD1201337,,6.8,6.0,6.5,3.25,3.0,4.0,5.25,6.0,,,7.8,N1,BinhDinh
BD1201338,,6.6,7.0,3.75,4.5,4.5,,,,,,7.6,N1,BinhDinh
BD1201339,,6.6,6.75,5.75,6.75,4.5,5.25,7.0,8.0,,,4.2,N1,BinhDinh
BD1201340,,6.0,5.0,3.25,3.25,5.25,,,,,,2.8,N1,BinhDinh
BD1201341,,7.2,5.25,6.0,3.25,5.0,,,,,,6.0,N1,BinhDinh
BD1201342,,3.2,3.75,,,,4.25,6.75,7.0,,,3.2,N1,BinhDinh
BD1201343,,4.8,7.0,,,,5.5,6.5,7.5,,,4.6,N1,BinhDinh
BD1201344,,2.8,,3.25,,,,,,,,3.2,N1,BinhDinh
BD1201345,,8.6,6.0,8.75,6.5,6.75,,,,,,7.6,N1,BinhDinh
BD1201346,,7.2,5.5,4.25,3.75,3.75,,,,,,3.6,N1,BinhDinh
BD1201347,,7.2,6.5,6.75,6.25,4.5,,,,,,6.4,N1,BinhDinh
BD1201348,,3.8,5.0,,,,4.25,6.75,8.5,,,3.8,N1,BinhDinh
BD1201349,,3.6,4.5,,,,2.5,5.25,7.5,,,2.0,N1,BinhDinh
BD1201350,,5.8,5.75,6.0,5.25,2.5,,,,,,6.4,N1,BinhDinh
BD1201351,,6.8,4.5,5.0,3.5,3.25,5.25,7.0,8.5,,,5.0,N1,BinhDinh
BD1201352,,6.6,5.5,,,,3.75,5.25,8.5,,,6.4,N1,BinhDinh
BD1201353,,5.8,6.75,5.5,6.0,6.5,,,,,,5.8,N1,BinhDinh
BD1201354,,4.0,4.0,,,,2.5,6.0,5.5,,,4.2,N1,BinhDinh
BD1201355,,5.0,6.75,,,,3.75,6.0,7.25,,,3.2,N1,BinhDinh
BD1201356,,7.0,6.0,3.25,3.25,2.5,3.0,5.25,8.0,,,5.0,N1,BinhDinh
BD1201357,,4.6,7.0,3.0,4.75,4.75,,,,,,4.0,N1,BinhDinh
BD1201358,,5.6,3.75,,,,4.5,3.5,8.5,,,3.2,N1,BinhDinh
BD1201359,,6.4,6.75,,,,5.0,7.5,8.0,,,5.6,N1,BinhDinh
BD1201360,,5.6,5.0,,,,6.0,7.75,9.0,,,4.4,N1,BinhDinh
BD1201361,,7.4,5.5,6.75,4.0,4.5,,,,,,5.8,N1,BinhDinh
BD1201362,,7.4,6.0,5.0,5.75,4.5,,,,,,5.0,N1,BinhDinh
BD1201363,,7.4,5.25,4.5,3.25,4.75,2.25,5.75,5.5,,,4.2,N1,BinhDinh
BD1201364,,4.2,5.0,,,,3.5,,,,,,,BinhDinh
BD1201365,,6.4,5.75,,,,7.75,7.0,9.75,,,3.4,N1,BinhDinh
BD1201366,,5.4,7.25,,,,7.75,7.0,7.5,,,4.2,N1,BinhDinh
BD1201367,,9.2,6.75,6.0,6.75,9.25,,,,,,5.6,N1,BinhDinh
BD1201368,,5.4,5.75,,,,3.25,4.75,7.25,,,3.6,N1,BinhDinh
BD1201369,,3.6,3.0,,,,4.25,3.75,,,,,,BinhDinh
BD1201370,,6.4,6.0,,,,3.0,6.0,7.5,,,5.6,N1,BinhDinh
BD1201371,,3.6,4.0,,,,4.0,6.25,8.25,,,3.6,N1,BinhDinh
BD1201372,,8.0,5.0,5.5,7.0,4.25,,,,,,4.2,N1,BinhDinh
BD1201373,,5.0,6.0,,,,5.5,6.0,8.5,,,4.0,N1,BinhDinh
BD1201374,,3.8,3.25,,,,4.5,4.0,6.75,,,2.0,N1,BinhDinh
BD1201375,,6.4,6.25,,,,5.0,6.25,7.0,,,5.8,N1,BinhDinh
BD1201376,,8.0,4.75,6.0,5.5,4.25,,,,,,3.6,N1,BinhDinh
BD1201377,,7.4,6.25,5.5,5.75,4.5,,,,,,4.2,N1,BinhDinh
BD1201378,,4.8,5.5,,,,3.25,6.75,5.5,,,3.6,N1,BinhDinh
BD1201379,,2.2,3.25,,,,4.0,4.75,7.5,,,3.2,N1,BinhDinh
BD1201380,,5.2,4.75,3.5,2.75,2.75,2.75,5.25,6.5,,,2.2,N1,BinhDinh
BD1201381,,6.4,6.5,3.75,4.75,4.5,,,,,,4.6,N1,BinhDinh
BD1201382,,4.2,3.0,,,,3.5,4.75,5.75,,,2.6,N1,BinhDinh
BD1201383,,2.2,,2.0,1.75,,,,,,,,,BinhDinh
BD1201384,,6.2,5.0,2.75,4.5,5.5,,,,,,3.2,N1,BinhDinh
BD1201385,,3.0,3.5,3.0,1.75,3.0,4.0,5.75,7.0,,,2.8,N1,BinhDinh
BD1201386,,8.6,6.0,6.75,7.5,5.0,,,,,,8.0,N1,BinhDinh
BD1201387,,4.6,6.5,,,,5.0,7.25,6.5,,,4.4,N1,BinhDinh
BD1201388,,7.4,5.25,8.0,7.0,4.5,4.75,7.0,8.0,,,5.2,N1,BinhDinh
BD1201389,,8.2,5.75,8.0,7.0,7.25,,,,,,7.6,N1,BinhDinh
BD1201390,,6.6,4.0,3.5,4.5,3.25,2.75,6.0,8.25,,,4.2,N1,BinhDinh
BD1201391,,7.4,5.5,7.0,6.25,7.25,,,,,,5.2,N1,BinhDinh
BD1201392,,5.4,5.5,6.0,6.0,4.75,,,,,,2.4,N1,BinhDinh
BD1201393,,4.2,3.5,,,,2.5,4.5,5.75,,,3.4,N1,BinhDinh
BD1201394,,6.6,6.0,,,,4.25,4.75,7.0,,,5.6,N1,BinhDinh
BD1201395,,4.8,4.0,,,,3.0,7.5,7.5,,,3.2,N1,BinhDinh
BD1201396,,5.0,4.5,,,,2.5,4.75,5.5,,,2.0,N1,BinhDinh
BD1201397,,6.6,6.75,4.0,3.75,5.25,7.0,7.25,9.5,,,4.8,N1,BinhDinh
BD1201398,,7.0,6.0,5.5,6.25,5.5,,,,,,9.4,N1,BinhDinh
BD1201399,,4.6,5.0,,,,3.0,5.0,5.25,,,4.0,N1,BinhDinh
BD1201400,,4.6,5.75,3.0,4.0,4.25,5.5,7.5,7.75,,,3.2,N1,BinhDinh
BD1201401,,3.8,5.5,,,,5.25,6.25,9.25,,,4.0,N1,BinhDinh
BD1201402,,4.4,2.5,4.0,2.25,3.5,3.25,4.75,6.5,,,1.6,N1,BinhDinh
BD1201403,,2.8,4.0,,,,2.25,6.0,6.5,,,2.8,N1,BinhDinh
BD1201404,,6.4,6.25,,,,5.25,6.25,9.0,,,7.8,N1,BinhDinh
BD1201405,,5.2,6.25,,,,2.25,5.5,8.0,,,4.4,N1,BinhDinh
BD1201406,,7.2,5.5,5.25,5.25,4.25,3.0,6.5,7.75,,,1.6,N1,BinhDinh
BD1201407,,9.0,5.0,9.0,7.75,4.5,,,,,,4.0,N1,BinhDinh
BD1201408,,3.6,3.0,,,,4.5,4.5,6.0,,,3.4,N1,BinhDinh
BD1201409,,2.4,4.5,,,,3.0,3.5,6.0,,,3.0,N1,BinhDinh
BD1201410,,6.4,4.25,,,,3.75,5.25,7.0,,,3.0,N1,BinhDinh
BD1201411,,5.8,7.75,,,,7.0,8.5,7.0,,,5.6,N1,BinhDinh
BD1201412,,7.2,5.0,5.75,7.0,4.5,,,,,,7.4,N1,BinhDinh
BD1201413,,8.2,4.75,5.0,6.0,4.5,,,,,,3.0,N1,BinhDinh
BD1201414,,7.8,3.75,6.0,5.0,3.25,,,,,,4.0,N1,BinhDinh
BD1201415,,8.4,6.0,6.0,7.75,7.75,,,,,,5.2,N1,BinhDinh
BD1201416,,7.0,5.5,5.75,3.75,4.5,,,,,,8.0,N1,BinhDinh
BD1201417,,3.2,5.75,,,,3.25,5.5,7.75,,,3.6,N1,BinhDinh
BD1201418,,6.6,7.0,5.0,7.5,4.75,,,,,,8.4,N1,BinhDinh
BD1201419,,8.0,6.25,6.25,7.75,6.0,,,,,,4.4,N1,BinhDinh
BD1201420,,3.4,4.0,,,,3.25,5.0,5.5,,,2.0,N1,BinhDinh
BD1201421,,5.4,6.5,,,,5.5,6.25,7.0,,,3.8,N1,BinhDinh
BD1201422,,8.4,6.0,3.5,6.25,8.0,,,,,,6.4,N1,BinhDinh
BD1201423,,6.0,5.75,3.0,3.0,3.5,3.0,5.25,7.0,,,4.6,N1,BinhDinh
BD1201424,,6.4,6.75,,,,6.75,7.25,8.75,,,6.8,N1,BinhDinh
BD1201425,,5.2,4.75,2.0,3.25,1.5,4.25,5.25,8.0,,,4.0,N1,BinhDinh
BD1201426,,3.6,5.0,,,,3.0,4.25,4.25,,,2.4,N1,BinhDinh
BD1201427,,6.6,5.75,4.5,5.25,3.5,,,,,,2.4,N1,BinhDinh
BD1201428,,6.6,4.75,5.75,5.75,4.5,,,,,,3.2,N1,BinhDinh
BD1201429,,5.4,5.5,,,,4.5,5.75,9.0,,,3.6,N1,BinhDinh
BD1201430,,6.0,5.25,,,,4.75,6.0,9.25,,,3.2,N1,BinhDinh
BD1201431,,6.6,5.5,5.25,5.75,6.25,,,,,,3.2,N1,BinhDinh
BD1201432,,7.2,7.0,5.75,7.25,6.0,,,,,,4.6,N1,BinhDinh
BD1201433,,7.2,4.25,8.0,5.0,5.25,,,,,,8.0,N1,BinhDinh
BD1201434,,8.8,5.75,6.0,6.5,5.0,,,,,,4.2,N1,BinhDinh
BD1201435,,5.2,4.0,,,,5.25,7.25,8.0,,,3.6,N1,BinhDinh
BD1201436,,8.0,5.25,5.75,4.0,4.25,,,,,,2.6,N1,BinhDinh
BD1201437,,3.2,2.25,,,,3.0,3.0,,,,,,BinhDinh
BD1201438,,5.4,6.5,,,,5.5,7.5,8.25,,,8.2,N1,BinhDinh
BD1201439,,5.0,6.75,,,,6.0,5.5,8.0,,,5.8,N1,BinhDinh
BD1201440,,3.0,3.25,,,,3.25,3.5,5.75,,,1.6,N1,BinhDinh
BD1201441,,2.2,5.0,,,,2.0,3.75,7.75,,,2.6,N1,BinhDinh
BD1201442,,4.0,5.25,,,,3.75,5.75,9.25,,,4.4,N1,BinhDinh
BD1201443,,5.6,4.0,,,,5.5,7.25,8.0,,,1.4,N1,BinhDinh
BD1201444,,6.4,8.0,,,,6.25,7.75,9.25,,,5.6,N1,BinhDinh
BD1201446,,5.2,6.0,,,,4.75,7.5,8.75,,,4.2,N1,BinhDinh
BD1201447,,7.4,7.0,,,,5.5,5.75,8.75,,,5.2,N1,BinhDinh
BD1201448,,6.2,5.5,6.75,6.25,6.5,,,,,,5.6,N1,BinhDinh
BD1201449,,3.0,2.25,,,,1.75,3.75,,,,,,BinhDinh
BD1201450,,7.2,4.0,4.25,3.5,2.75,,,,,,3.4,N1,BinhDinh
BD1201451,,3.6,4.5,,,,3.75,6.25,7.5,,,4.0,N1,BinhDinh
BD1201452,,4.4,4.0,,,,3.0,5.5,4.25,,,3.0,N1,BinhDinh
BD1201453,,5.6,6.0,5.25,4.5,3.5,4.75,5.25,5.25,,,3.2,N1,BinhDinh
BD1201454,,4.6,5.5,,,,4.5,5.75,7.0,,,3.4,N1,BinhDinh
BD1201455,,6.2,8.25,,,,8.0,6.5,9.0,,,7.8,N1,BinhDinh
BD1201456,,5.0,4.25,,,,5.75,6.5,,,,,,BinhDinh
BD1201457,,3.4,3.5,2.0,1.75,2.25,3.0,5.5,6.25,,,4.0,N1,BinhDinh
BD1201458,,6.6,3.75,,,,2.75,8.0,7.75,,,3.8,N1,BinhDinh
BD1201459,,3.0,3.5,,,,3.5,5.75,8.5,,,4.2,N1,BinhDinh
BD1201460,,7.2,6.0,,,,6.0,7.5,6.25,,,4.8,N1,BinhDinh
BD1201461,,9.0,6.5,8.5,6.75,6.5,,,,,,6.2,N1,BinhDinh
BD1201462,,8.4,6.75,6.25,7.25,5.25,,,,,,9.0,N1,BinhDinh
BD1201463,,3.0,5.0,2.25,3.5,2.25,3.5,6.75,6.75,,,2.4,N1,BinhDinh
BD1201464,,5.0,5.5,,,,6.5,5.25,8.25,,,3.8,N1,BinhDinh
BD1201465,,6.4,6.0,,,,3.75,5.0,7.5,,,6.8,N1,BinhDinh
BD1201466,,2.8,,3.0,2.5,,,,,,,,,BinhDinh
BD1201467,,6.0,6.5,,,,4.5,6.25,8.25,,,2.8,N1,BinhDinh
BD1201468,,6.6,5.0,3.25,3.75,4.25,3.0,5.25,6.75,,,2.8,N1,BinhDinh
BD1201469,,5.0,5.75,,,,3.75,6.75,8.25,,,3.0,N1,BinhDinh
BD1201470,,7.8,4.0,4.5,3.75,3.0,,,,,,3.2,N1,BinhDinh
BD1201471,,6.0,6.0,,,,4.5,8.0,8.0,,,4.6,N1,BinhDinh
BD1201472,,6.4,5.0,6.0,2.75,3.0,2.0,4.5,6.75,,,4.4,N1,BinhDinh
BD1201473,,5.4,5.5,6.25,4.25,5.0,,,,,,7.4,N1,BinhDinh
BD1201474,,4.8,3.25,,,,3.0,5.0,7.0,,,2.6,N1,BinhDinh
BD1201475,,3.8,4.0,,,,4.25,6.5,7.75,,,3.0,N1,BinhDinh
BD1201476,,4.6,6.0,4.0,3.0,3.25,,,,,,3.8,N1,BinhDinh
BD1201477,,8.0,6.0,6.5,3.75,5.0,,,,,,5.4,N1,BinhDinh
BD1201478,,8.6,4.75,7.75,6.75,5.75,,,,,,5.6,N1,BinhDinh
BD1201479,,4.8,4.0,3.25,2.0,3.25,3.5,4.75,2.75,,,2.6,N1,BinhDinh
BD1201480,,5.4,5.0,,,,4.25,5.0,8.5,,,3.2,N1,BinhDinh
BD1201481,,4.6,6.25,,,,5.75,5.5,8.0,,,4.4,N1,BinhDinh
BD1201482,,3.6,4.5,,,,4.25,5.0,7.5,,,3.6,N1,BinhDinh
BD1201483,,4.4,4.25,3.0,2.75,4.0,3.5,4.25,6.25,,,3.6,N1,BinhDinh
BD1201484,,5.6,4.0,,,,4.25,7.0,8.75,,,6.0,N1,BinhDinh
BD1201485,,5.6,3.25,,,,7.0,7.25,8.75,,,3.2,N1,BinhDinh
BD1201486,,6.0,4.0,,,,5.0,7.25,8.75,,,3.2,N1,BinhDinh
BD1201487,,7.2,5.5,5.25,7.25,5.0,,,,,,5.4,N1,BinhDinh
BD1201488,,9.2,5.5,7.75,8.0,8.25,,,,,,7.8,N1,BinhDinh
